"doi","title","year","categories","source_files","openalex_is_oa","pdf_url","status","error"
"10.2991/978-94-6463-504-1_27","Determinants of Staging Categories for Tariff Elimination in the Bilateral Tariff Arrangement between China and Japan under RCEP","2024","05C_中日首次FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md","True","https://www.atlantis-press.com/article/126002771.pdf","downloaded",""
"10.2991/icot-19.2019.34","","","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","False","","no_free_pdf_found",""
"10.30875/541bb513-en","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.30875/a9b448e8-en","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.31580/jei.v6i1.122","","","05C_中日首次FTA; 05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.31881/tlr.2024.155","","","05C_中日首次FTA; 05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.3386/w19230","The Network Origins of Large Economic Downturns","2013","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","True","https://doi.org/10.3386/w19230","download_failed","Operation is not valid due to the current state of the object."
"10.3386/w24185","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.3386/w27383","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.3386/w29330","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.3386/w29685","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.3390/su15031896","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.3390/su18126004","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.3390/su6118329","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.33932/rir.45.4.5","A Study on Impact of the RCEP Agreement on the Industrial Trade between China, Korea and Japan","2022","04_原产地累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.35611/jkt.2022.26.6.41","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.35611/jkt.2022.26.7.109","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.35611/jkt.2023.27.3.21","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.35611/jkt.2025.29.7.67","","","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","False","","no_free_pdf_found",""
"10.35611/jkt.2026.30.2.1","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.35611/jkt.2026.30.3.1","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.36527/kcsss.23.1.5","A Study on Industrial and Supply Chain Cooperation between Korea and China Using RCEP","2025","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.38162/jome.51.3.4","Determinants of Preferential Tariff Utilization under the Korea–US Free Trade Agreement corporations","2022","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.3982/ecta20506","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.4108/eai.18-11-2022.2326918","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.4108/eai.18-11-2022.2327158","Research on the Potential Impact of RCEP on China Vietnam Import and Export Trade under the Background of Big Data","2023","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","http://eudl.eu/pdf/10.4108/eai.18-11-2022.2327158","downloaded",""
"10.4108/eai.19-5-2023.2334395","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.4324/9781003053613-14","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.4324/9781351046954-33","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.5089/9781513518381.001.a001","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.5089/9798229054171.001.a001","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.51599/are.2026.12.01.06","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.5220/0011740200003607","The Economic and Trade Effects of RCEP Agreement in China and Other Member Countries: An Empirical Study Based on GTAP Model","2022","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","True","http://dx.doi.org/10.5220/0011740200003607","oa_link_not_pdf",""
"10.52202/078960-0041","Analysis of the Influencing Factors of Cross-Border Logistics between China and RCEP Member States —— Form the Perspective of Logistics Performance","2025","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.52819/jnes.2025.37.2.1","An Empirical Analysis of Industry-Level Supply Chain Structural Changes between Korea and China: Implications for the Reconfiguration of East Asian Regional Value Chains (RVCs)","2025","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.5296/ber.v16i3.23777","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.54097/9fpgy060","","","03_双轨推拉; 05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.54097/vgcjzc27","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.54631/vs.2024.81-626487","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.54648/gtcj2021028","","","04_原产地累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.54648/gtcj2022033","","","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.54648/trad1998031","The Asymmetric Incidence of Rules of Origin – Will Progressive and Cumulation Rules Resolve the Problem?","1998","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.54691/d73mth51","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.54783/ijsoc.v1i1.1","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.54932/smrg3827","","","01_RCEP实证; 02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.5539/ass.v20n4p1","","","03_双轨推拉; 05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.5539/ijbm.v20n5p83","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.5539/jpl.v18n1p1","","","04_原产地累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.55493/5009.v13i1.5363","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.58567/rea01010004","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.59425/eabc.1541541658","The case for RCEP as Asia’s next trade agreement","2018","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.59588/2243-786x.1145","","","01_RCEP实证; 04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.62517/jel.202614311","","","03_双轨推拉; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.62986/dp2008.19","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.62986/pn2023.21","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
