draw,beta,assignment
3855,-0.006090760998161769,AU:2022;BD:0;BN:0;HK:2022;ID:2023;IN:2022;JP:2023;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
3856,0.004712842279374633,AU:2022;BD:0;BN:0;HK:2022;ID:2023;IN:2023;JP:0;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
3857,-0.005129711118513923,AU:2022;BD:0;BN:0;HK:2022;ID:2023;IN:2023;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
3858,-0.0035032727625158157,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2023;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
3859,-0.0042200699708918946,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3860,-0.003851379354419512,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
3861,-0.0037171993897917323,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2023;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
3862,-0.0003006036114326961,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2023;VN:0
3863,-0.002573468821457998,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:0;JP:2022;KH:2022;KR:2023;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
3864,-0.00019437340341256964,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:0;TH:2023;TW:2022;VN:2022
3865,0.0009505376809430234,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2022;VN:0
3866,-0.004428403284060836,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
3867,-0.005799404815783877,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3868,-0.006332584536830777,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:0;SG:2022;TH:2023;TW:2022;VN:2022
3869,-0.0053177334285884155,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2023;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3870,-0.00600936479318881,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:0;LA:2023;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3871,-0.005482540152948118,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3872,-0.004752580001681627,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2023;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
3873,-0.004856023156674877,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2023;SG:2022;TH:2022;TW:2022;VN:0
3874,-0.004663867278970149,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2023;TH:0;TW:2022;VN:0
3875,-0.005981666488280249,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2023;LK:0;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3876,-0.007170816020904099,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2022;KH:2023;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
3877,-0.006620822775113527,AU:2022;BD:0;BN:0;HK:2023;ID:0;IN:2022;JP:2023;KH:0;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
3878,0.0011637999614968104,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
3879,0.001082618662103572,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:2022;TH:0;TW:0;VN:2022
3880,0.0023868802497441876,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2023;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
3881,-0.003262911911207402,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:0;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3882,0.0008530929573782652,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2023;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:2022
3883,-0.004701798748032726,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2023;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3884,-0.0028295235319863057,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:0;JP:2022;KH:2023;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
3885,-0.003295027302682726,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3886,-0.002382150865946157,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2023
3887,0.00504423646959787,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2023;PH:2022;PK:0;SG:0;TH:2022;TW:0;VN:2022
3888,-0.002781497045440808,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3889,-0.00152425345683354,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3890,-0.0026760932811436635,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:2023
3891,-0.0020652862031103956,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:2023
3892,-0.0028202197534618937,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2023;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3893,0.003059508822451443,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2023;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
3894,3.878938614750266e-05,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2023;VN:0
3895,-0.00014810607384865886,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:0;SG:0;TH:2023;TW:2022;VN:2022
3896,-0.0013142750984122043,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3897,-0.0017858093025297688,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:0
3898,-0.006813292861205309,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2022;MM:0;MN:2022;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2023;VN:2022
3899,-0.0016767090929725626,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2023;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
3900,-0.004023721932948702,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:0;TW:2023;VN:2022
3901,-0.004425066202929932,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2023;VN:0
3902,-0.004283910978760932,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:2022;NZ:2023;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
3903,-0.005559596161514566,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:2023;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3904,-0.007300275892393491,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2023;LK:2022;MM:0;MN:2022;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
3905,-0.004987808084133018,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
3906,-0.006484513455357158,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:0;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
3907,-0.0009664337244685339,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2023;MM:2022;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:0;VN:2022
3908,-0.003998691302198544,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:2023;VN:0
3909,8.763563021867233e-05,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2023;PH:0;PK:2022;SG:2022;TH:0;TW:0;VN:2022
3910,-0.00846270143268774,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2023;NZ:0;PH:2022;PK:0;SG:2022;TH:0;TW:2022;VN:2022
3911,-0.007169130308444918,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:2023;SG:2022;TH:0;TW:2022;VN:2022
3912,-0.0008744957467343185,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2023;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:0;VN:2022
3913,-0.0038094232095299235,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2023;PK:2022;SG:0;TH:2022;TW:2022;VN:0
3914,0.00022136073729448562,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2023;TW:0;VN:2022
3915,-0.0028248187169337903,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:0;SG:0;TH:2022;TW:2023;VN:2022
3916,0.0014661685770053553,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2023;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:2022
3917,0.001510815876161489,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2023;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:2022;SG:0;TH:2022;TW:0;VN:2022
3918,-0.006724441434634929,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2023;KR:0;LA:2022;LK:0;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
3919,-0.005676422600415917,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2023;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:0
3920,-0.005089205750070752,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2022;KH:2023;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:0;SG:0;TH:2022;TW:2022;VN:2022
3921,-0.00026766205439411936,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2023;KH:0;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
3922,-0.007193257533563618,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2023;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3923,0.0013505972969781344,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2023;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
3924,-0.0035015675787773027,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2022;JP:2023;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:0;PK:0;SG:0;TH:2022;TW:2022;VN:2022
3925,0.0014778626406285768,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2023;JP:0;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:0
3926,0.0005225005449163372,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2023;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
3927,-0.005100630377099501,AU:2022;BD:0;BN:0;HK:2023;ID:2022;IN:2023;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:0;NZ:2022;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:2022
3928,-0.005948522738989207,AU:2022;BD:0;BN:0;HK:2023;ID:2023;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:2022
3929,0.009292872109438667,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:2023;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:0;VN:2022
3930,0.003860946719720484,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:0;KH:2022;KR:2022;LA:2023;LK:2022;MM:0;MN:2023;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
3931,0.002987090154201653,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:0;KH:2023;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2023;TH:2022;TW:2022;VN:2022
3932,-0.0021914083383232125,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2023;TH:0;TW:2022;VN:2022
3933,-0.0006638444514139702,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2023;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
3934,-0.0008855847034793096,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:2023;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2023
3935,-0.002710605476172096,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:0;NZ:2023;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
3936,0.006182513317041967,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:2023;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
3937,-0.0014642770494907198,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:2023;LK:2022;MM:0;MN:2022;MY:2023;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
3938,0.006146312934853001,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:0;KR:2023;LA:2022;LK:0;MM:2023;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
3939,0.0030473954450900963,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2023;SG:2023;TH:2022;TW:0;VN:2022
3940,-0.0012818937005745347,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2023;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
3941,0.0008653516312863317,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2022;TH:2022;TW:2023;VN:2022
3942,-0.0014912115049933443,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2023;SG:2023;TH:0;TW:2022;VN:2022
3943,0.004509255629697337,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:2023;MN:2022;MY:2022;NZ:2023;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
3944,0.0011430029722883797,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2023;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2022;VN:2023
3945,-0.0005776425064593374,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2023;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2023;TH:0;TW:2022;VN:2022
3946,0.004302421420348968,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2023;PK:2022;SG:2022;TH:2022;TW:0;VN:2023
3947,0.0017261600602659715,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:2023;VN:0
3948,-0.0013738277470466765,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2023;MM:2022;MN:0;MY:2022;NZ:0;PH:0;PK:2022;SG:2023;TH:2022;TW:2022;VN:2022
3949,-0.0008346702017129687,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2023;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2023;SG:2022;TH:0;TW:2022;VN:0
3950,0.0048153192972868845,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2023;LK:2022;MM:2022;MN:2023;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
3951,-0.0014628452798226032,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2023;LK:2023;MM:0;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
3952,-0.0001931316204212119,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2023;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:0;PH:2023;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
3953,0.002369486070804236,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2023;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:0;TH:2022;TW:2022;VN:0
3954,2.7037562885685042e-05,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2023;LA:2022;LK:2023;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:2022
3955,-0.00286518376589017,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:0;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:2022;VN:2022
3956,-0.001425298083549629,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:2023;TH:2022;TW:2022;VN:2022
3957,0.004928432311781894,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2023;SG:2022;TH:2022;TW:0;VN:0
3958,0.0019954882282336448,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:2023;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2022;VN:2022
3959,-0.0013390085210416118,AU:2022;BD:0;BN:2022;HK:0;ID:0;IN:0;JP:2023;KH:0;KR:2022;LA:0;LK:2023;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
